bus_stop_code,current_time,duration,hour,round,day,minute,time
0100701008,15:35:24,63,15,0,0,35,20
0100801009,15:35:48,130,15,0,0,35,20
0100901010,15:37:48,111,15,0,0,37,20
0101001011,15:39:39,82,15,0,0,39,20
0101101012,15:41:01,124,15,0,0,41,20
0101201013,15:43:06,78,15,0,0,43,21
0101301014,15:44:06,55,15,0,0,44,21
0101401015,15:45:01,203,15,0,0,45,21
0101501016,15:48:24,56,15,0,0,48,21
0101601017,15:49:20,94,15,0,0,49,21
0101701018,15:50:54,82,15,0,0,50,21
0101801019,15:52:20,153,15,0,0,52,21
0101901020,15:54:20,49,15,0,0,54,21
0102001021,15:55:09,67,15,0,0,55,21
0102101022,15:56:20,142,15,0,0,56,21
0102201023,15:58:20,44,15,0,0,58,21
0102301024,15:59:20,76,15,0,0,59,21
0102401025,16:00:38,96,16,0,0,0,21
0102501026,16:01:38,160,16,0,0,1,21
0102601027,16:04:18,60,16,0,0,4,21
0102701028,16:04:38,35,16,0,0,4,21
0102801029,16:05:38,127,16,0,0,5,21
0102901030,16:07:38,143,16,0,0,7,21
0103001031,16:09:38,147,16,0,0,9,21
0103101032,16:12:05,96,16,0,0,12,21
0103201033,16:13:41,93,16,0,0,13,21
0103301034,16:15:14,25,16,0,0,15,21
0103401035,16:15:39,149,16,0,0,15,21
0103701038,16:45:48,177,16,0,0,45,23
0103801039,16:48:45,89,16,0,0,48,23
0103901040,16:50:14,127,16,0,0,50,23
0104001041,16:52:06,85,16,0,0,52,23
0104101042,16:53:06,117,16,0,0,53,23
0104201043,16:55:03,226,16,0,0,55,23
0104301044,16:59:06,93,16,0,0,59,23
0104401045,17:00:39,59,17,0,0,0,23
